Number of species	42
Number of genes	802115
Number of genes in orthogroups	697778
Number of unassigned genes	104337
Percentage of genes in orthogroups	87.0
Percentage of unassigned genes	13.0
Number of orthogroups	71348
Number of species-specific orthogroups	33596
Number of genes in species-specific orthogroups	173815
Percentage of genes in species-specific orthogroups	21.7
Mean orthogroup size	9.8
Median orthogroup size	3.0
G50 (assigned genes)	27
G50 (all genes)	23
O50 (assigned genes)	7619
O50 (all genes)	9669
Number of orthogroups with all species present	54
Number of single-copy orthogroups	0
Date	2023-10-06
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	68634	96.2	511007	73.2
'1	2228	3.1	119202	17.1
'2	270	0.4	26874	3.9
'3	115	0.2	16424	2.4
'4	50	0.1	9371	1.3
'5	23	0.0	5311	0.8
'6	9	0.0	2402	0.3
'7	8	0.0	2479	0.4
'8	2	0.0	692	0.1
'9	5	0.0	1976	0.3
'10	1	0.0	437	0.1
11-15	3	0.0	1603	0.2
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	33596
2	15809
3	5025
4	2256
5	1304
6	790
7	664
8	527
9	422
10	426
11	352
12	302
13	274
14	233
15	226
16	258
17	251
18	243
19	333
20	408
21	453
22	555
23	633
24	695
25	704
26	628
27	626
28	497
29	420
30	349
31	301
32	255
33	225
34	223
35	185
36	157
37	180
38	157
39	141
40	122
41	89
42	54
