Number of species	42
Number of genes	802115
Number of genes in orthogroups	701136
Number of unassigned genes	100979
Percentage of genes in orthogroups	87.4
Percentage of unassigned genes	12.6
Number of orthogroups	47003
Number of species-specific orthogroups	19398
Number of genes in species-specific orthogroups	126832
Percentage of genes in species-specific orthogroups	15.8
Mean orthogroup size	14.9
Median orthogroup size	4.0
G50 (assigned genes)	38
G50 (all genes)	33
O50 (assigned genes)	4336
O50 (all genes)	5757
Number of orthogroups with all species present	117
Number of single-copy orthogroups	0
Date	2023-10-04
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	43335	92.2	377242	53.8
'1	2725	5.8	150327	21.4
'2	455	1.0	45920	6.5
'3	179	0.4	25778	3.7
'4	89	0.2	16565	2.4
'5	58	0.1	13381	1.9
'6	35	0.1	9423	1.3
'7	32	0.1	10047	1.4
'8	15	0.0	5376	0.8
'9	12	0.0	4762	0.7
'10	19	0.0	8360	1.2
11-15	30	0.1	15813	2.3
16-20	12	0.0	9350	1.3
21-50	7	0.0	8792	1.3
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	19398
2	10440
3	3351
4	1415
5	875
6	541
7	435
8	388
9	289
10	262
11	253
12	224
13	193
14	185
15	171
16	195
17	188
18	191
19	253
20	318
21	372
22	438
23	536
24	596
25	628
26	556
27	566
28	473
29	377
30	358
31	291
32	255
33	254
34	241
35	238
36	207
37	209
38	196
39	195
40	184
41	151
42	117
