Number of species	42
Number of genes	802115
Number of genes in orthogroups	700441
Number of unassigned genes	101674
Percentage of genes in orthogroups	87.3
Percentage of unassigned genes	12.7
Number of orthogroups	61995
Number of species-specific orthogroups	27975
Number of genes in species-specific orthogroups	161386
Percentage of genes in species-specific orthogroups	20.1
Mean orthogroup size	11.3
Median orthogroup size	4.0
G50 (assigned genes)	30
G50 (all genes)	27
O50 (assigned genes)	6532
O50 (all genes)	8315
Number of orthogroups with all species present	68
Number of single-copy orthogroups	0
Date	2023-10-05
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	58887	95.0	470060	67.1
'1	2461	4.0	132768	19.0
'2	333	0.5	33241	4.7
'3	148	0.2	21345	3.0
'4	64	0.1	12030	1.7
'5	47	0.1	10801	1.5
'6	15	0.0	4140	0.6
'7	14	0.0	4377	0.6
'8	7	0.0	2437	0.3
'9	6	0.0	2341	0.3
'10	5	0.0	2218	0.3
11-15	7	0.0	4004	0.6
16-20	1	0.0	679	0.1
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	27975
2	13719
3	4346
4	1987
5	1124
6	684
7	555
8	462
9	411
10	349
11	320
12	278
13	234
14	229
15	204
16	227
17	241
18	242
19	315
20	387
21	447
22	519
23	616
24	703
25	675
26	625
27	627
28	503
29	433
30	340
31	293
32	273
33	228
34	229
35	200
36	173
37	197
38	168
39	159
40	128
41	102
42	68
