Number of species	42
Number of genes	802115
Number of genes in orthogroups	693140
Number of unassigned genes	108975
Percentage of genes in orthogroups	86.4
Percentage of unassigned genes	13.6
Number of orthogroups	79255
Number of species-specific orthogroups	38613
Number of genes in species-specific orthogroups	181077
Percentage of genes in species-specific orthogroups	22.6
Mean orthogroup size	8.7
Median orthogroup size	3.0
G50 (assigned genes)	25
G50 (all genes)	19
O50 (assigned genes)	8396
O50 (all genes)	10825
Number of orthogroups with all species present	32
Number of single-copy orthogroups	0
Date	2023-10-07
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	76849	97.0	536308	77.4
'1	2032	2.6	107692	15.5
'2	232	0.3	23219	3.3
'3	81	0.1	11627	1.7
'4	33	0.0	6113	0.9
'5	15	0.0	3368	0.5
'6	3	0.0	831	0.1
'7	2	0.0	634	0.1
'8	4	0.0	1463	0.2
'9	0	0.0	0	0.0
'10	2	0.0	889	0.1
11-15	2	0.0	996	0.1
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	38613
2	17530
3	5577
4	2494
5	1400
6	859
7	730
8	566
9	495
10	459
11	372
12	309
13	287
14	240
15	237
16	260
17	253
18	265
19	322
20	409
21	457
22	548
23	656
24	700
25	706
26	638
27	604
28	502
29	412
30	350
31	302
32	250
33	224
34	203
35	183
36	159
37	169
38	147
39	137
40	109
41	90
42	32
